instrument,timeframe,date_analysis,direction,wave_current,wave_next,wave_degree,pattern,confirmation_level,invalidation_level,fib_target_1,fib_target_2,fib_618,fib_382,fib_786,scenario,has_alternative,current_price_approx,notes,page,source_file,result,exit_price,candles_elapsed,symbol_td,sl_pips,rr_ratio,fib_50,fib_500,profit_target_pips,target_price,invalidation_level_78.60,invalidation_level_61.80,fib_618_full,price_target,target_percentage,fib_ratios,direction_option2,direction_option3,scenario_option2,scenario_option3,option2_key_level,option2_constraint,option3_risk,date_target
USD/CHF,4H,2022-10-13,buy,4,5,intermediate,impulse,0.978,0.968,1.03925,,,,,main,True,0.995,Wave 5 projection to 1.03925 with invalidation at 0.96800,5,2022.10.13T07-33-24.pdf,loss,0.968,29.0,C:USDCHF,100.0,6.12,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-10-13,buy,5,,primary,impulse,,143.502,,,,139.866,,main,True,151.5,"Wave 5 in progress, invalidation level at 143.502, 38.20% Fibonacci retracement at 139.866",6,2022.10.13T07-33-24.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-10-12,sell,5,I,intermediate,impulse,0.65407,0.64313,,,,,,main,True,0.635,"Market moving according to plan, continuation downward without unnecessary movements",1,2022.10.12T06-39-22.pdf,loss,0.64313,27.0,C:AUDUSD,109.4,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-12,sell,V,3,,impulse,,0.996,,,,,,main,False,0.99627,Ending Diagonal pattern identified; downward impulse in progress toward wave 3,2,2022.10.12T06-39-22.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-12,sell,2,3,,impulse,,1.13412,,,,,,main,False,1.13412,"Market invalidated, continuing downward movement projected to 0.98800",3,2022.10.12T06-39-22.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-12,buy,iii,iv,intermediate,impulse,,1.35616,,,,,,main,True,1.41,"Elliott Wave Count with invalidation level at 1.35616, impulse pattern in progress",4,2022.10.12T06-39-22.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-10-12,buy,4,5,primary,impulse,0.98,0.97,1.03925,0.94815,,,,main,True,1.003,Move the stop the higher. Hold long positions.,5,2022.10.12T06-39-22.pdf,loss,0.97,29.0,C:USDCHF,100.0,5.92,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2022-10-12,buy,5,,primary,impulse,,,,,,,,main,True,146.0,"Wave 5 in progress, completed waves 1-4 from lower levels around 100.000",6,2022.10.12T06-39-22.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-10-11,sell,2,3,primary,impulse,,0.65407,,,,,,main,True,0.634,"Base channel established, invalidation levels marked at 0.65407 and 0.64400, downtrend continuation projected",1,2022.10.11T06-12-49.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-11,sell,4,5,intermediate,impulse,,0.995,,,,,,main,True,0.998,"Ending Diagonal pattern identified, invalidation levels at 0.99500 and 0.99600, carefully moving stop to reduce risk",2,2022.10.11T06-12-49.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2022-10-11,sell,1,3,intermediate,impulse,1.13412,1.15812,,,,,,main,True,1.13412,Market moving according to plan. Invalidation marked at 1.13412. Projected downward movement to 0.98000,3,2022.10.11T06-12-49.pdf,loss,1.15812,15.0,C:GBPUSD,240.0,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-11,buy,3,5,intermediate,impulse,,1.3561,,,1.27311,,,main,True,1.41,Move the stop the higher. Hold long positions. Elliott Wave Count analysis with invalidation marked at 1.35610,4,2022.10.11T06-12-49.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-10-11,buy,5,5,intermediate,impulse,1.03925,0.94815,1.03925,,,,,main,True,1.006,Move the stop the higher. Hold long positions.,5,2022.10.11T06-12-49.pdf,win,1.0014,45.0,C:USDCHF,911.0,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-10-11,buy,4,5,intermediate,impulse,,,150000.0,152000.0,,,,either_this_scenario,True,146000.0,ABC correction expected before continuation. No safe sell setup visible. Do not trade against trend.,6,2022.10.11T06-12-49.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-10-10,sell,C,,intermediate,impulse,,0.649,,,,,,bearish,False,0.64947,"Base channel resisting market, continuation of bearish movement expected, invalidation level at 0.64900",1,2022.10.10T07-32-18.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-10,sell,2,3,intermediate,impulse,0.995,1.00999,0.935,,,,,main,True,0.985,"Wave (5) projected downward to 0.93500, stop carefully moved to reduce risk",2,2022.10.10T07-32-18.pdf,loss,1.00999,30.0,C:EURUSD,149.9,4.0,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-10,sell,3,,,impulse,,1.31619,,,,,,main,False,1.135,Stop loss being carefully moved lower as market declines. Invalidation levels marked at 1.31619 and 1.31612. Projected downward target around 0.99500.,3,2022.10.10T07-32-18.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-10,buy,3,iii,minor,impulse,1.35046,1.34982,1.41,1.42,,,,main,True,1.38209,"Elliott Wave Count analysis with multiple wave degrees, invalidation level marked at 38.20%",4,2022.10.10T07-32-18.pdf,loss,1.34982,24.0,C:USDCAD,6.4,93.03,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-10-10,buy,E,5,intermediate,triangle,1.03925,0.94819,1.03925,,,,,main,True,0.99687,"Triangle ending, Wave E very short, raise stop higher",5,2022.10.10T07-32-18.pdf,loss,0.99639,45.0,C:USDCHF,910.6,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-10-10,buy,C,5,intermediate,impulse,,,,,,,,main,True,140.5,"ABC correction expected, then rise could continue. No safe sell setup yet, do not recommend trade against trend",6,2022.10.10T07-32-18.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-10-07,sell,b,c,intermediate,corrective,,0.65407,,,,,,main,True,0.64577,"Base channel resisting market, bearish movement continuation expected, invalidation at 0.65407",1,2022.10.07T09-01-39.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-07,sell,2,3,intermediate,impulse,0.99609,0.99223,,,,,,main,True,0.99609,Stop moved carefully to reduce risk; invalidation levels shown on right side panel,2,2022.10.07T09-01-39.pdf,loss,0.99223,19.0,C:EURUSD,38.6,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-07,sell,2,3,intermediate,impulse,1.14839,1.16512,,,,,,main,True,1.151,Stop loss being moved to reduce risk; invalidation levels marked in red; downward projection to 0.98000,3,2022.10.07T09-01-39.pdf,loss,1.16512,33.0,C:GBPUSD,167.3,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-07,buy,2,3,intermediate,impulse,1.34982,1.34982,1.41,1.42,1.35046,,,main,True,1.35046,"Elliott Wave Count with invalidation level at 38.20%, primary wave structure, continuation to wave 3 projected",4,2022.10.07T09-01-39.pdf,loss,1.34982,27.0,C:USDCAD,0.0,,,,,,,,,,,,,,,,,,,
USD/CHF,8H,2022-10-07,buy,4,5,primary,triangle,1.01925,0.96857,1.01925,,0.94815,,,main,True,0.994,General bullish trend with correction. Triangle remains possible for 4th wave. Triangle is very common for 4th wave.,5,2022.10.07T09-01-39.pdf,loss,0.99034,45.0,C:USDCHF,506.8,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-10-07,buy,4,5,intermediate,impulse,,139.0,149.0,,,,,main,True,145.5,"ABC correction expected, then rise continues. No safe sell setup yet, trade with trend.",6,2022.10.07T09-01-39.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-10-06,sell,B,C,intermediate,zigzag,,0.665,,,,,,Option 1,False,0.645,"Base channel resisting the market, continuation of bearish movement expected. Target projected to 0.61500",1,2022.10.06T07-58-08.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-10-06,sell,4,5,intermediate,impulse,0.669,0.669,,,,,,Option 2,True,0.66676,"The correction may be a little more complicated, but the basic direction remains downward",2,2022.10.06T07-58-08.pdf,loss,0.669,35.0,C:AUDUSD,0.0,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-06,sell,3,5,,impulse,,0.99999,,0.99173,,,,main,False,0.9939,"1st wave down identified, stop at beginning of wave, ending diagonal pattern observed",3,2022.10.06T07-58-08.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-06,sell,3,3,,impulse,,1.24838,,,,,,main,False,1.148,"1st wave down assumed, stop at wave beginning, projection to 1.00000",4,2022.10.06T07-58-08.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-06,buy,3,5,intermediate,impulse,,1.35048,1.41,,,1.34982,,main,True,1.41009,Wave 4 support at 38.2% Fibo (1.34982). Invalidation at 1.35048 (red level marked). Wave theory suggests wave 4 often finds support in 38.2 Fibo area.,5,2022.10.06T07-58-08.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-10-06,buy,4,5,intermediate,triangle,1.00326,0.94815,1.03926,1.04,,,,main,True,0.99826,Triangle remains possible at the moment. General bullish trend with correction ongoing. 4th wave is very common.,6,2022.10.06T07-58-08.pdf,loss,0.94815,36.0,C:USDCHF,551.1,0.65,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-10-05,sell,4,5,primary,impulse,0.64515,0.66737,,,,,,main,True,0.64676,"Confirmation level to Sell at 0.64515, wave (5) projected downward to 0.62000",1,2022.10.05T08-33-06.pdf,loss,0.66737,5.0,C:AUDUSD,222.2,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-05,sell,2,3,,ending diagonal,0.98549,,,,,,,main,False,0.98549,Confirmation level to Sell at 0.98549. Market in downward channel. Waiting for downward movement after correction.,2,2022.10.05T08-33-06.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-05,sell,4,5,primary,impulse,1.2276,1.27191,,,,,,main,True,1.2276,Invalidation level at top of wave 4. Confirmation level to sell at 1.2276,3,2022.10.05T08-33-06.pdf,loss,1.14579,45.0,C:GBPUSD,443.1,,,,,,,,,,,,,,,,,,,
USD/CAD,2D,2022-10-05,buy,3,5,intermediate,impulse,,,,,,,,main,True,1.4,"Wave 3 (Y) in progress, strong uptrend continuation expected toward wave 5",4,2022.10.05T08-33-06.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-05,buy,iii,v,intermediate,impulse,1.37,1.32097,1.34921,1.33947,1.34921,1.33947,,main,True,1.42,"Confirmation level to buy at 1.37000, 38.20% and 50% Fibonacci retracement levels marked",5,2022.10.05T08-33-06.pdf,win,1.34921,3.0,C:USDCAD,490.3,0.42,,,,,,,,,,,,,,,,,,
USD/CHF,1D,2022-10-05,buy,3,3,primary,impulse,,,,,,,,main,True,0.985,"Elliott Wave count shows wave 3 in progress with previous waves labeled (1), (2), (3), (4), (5) and current wave 3 projecting higher",6,2022.10.05T08-33-06.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-10-04,sell,4,5,intermediate,impulse,,0.655,,,,,,main,True,0.65932,"Downtrend continuation projected, invalidation level at 0.65500",1,2022.10.04T06-53-23.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-04,sell,2,3,intermediate,ending diagonal,0.97346,0.99843,0.98663,0.99442,,,,main,False,0.97346,Move stop to top of wave (2) once market reaches sell level. Target wave (3) downside projection shown in chart.,2,2022.10.04T06-53-23.pdf,win,0.98663,5.0,C:EURUSD,249.7,0.53,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-04,sell,4,5,intermediate,impulse,1.119,1.143,,,,,,main,True,1.12,Invalidation level at top of wave (4). Confirmation level to sell marked. Wave 5 projected downward.,3,2022.10.04T06-53-23.pdf,loss,1.143,2.0,C:GBPUSD,240.0,,,,,,,,,,,,,,,,,,,
USD/CAD,2D,2022-10-04,buy,3,5,primary,impulse,,,,,,,,main,True,1.38,Elliott Wave Count shows completion of wave (2) and wave 3 in progress with target toward wave 5,4,2022.10.04T06-53-23.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-04,buy,iii,,intermediate,impulse,1.41,1.34693,1.42,,0.618,0.382,,main,True,1.36163,Long positions to be held; 23.60% retracement at 1.36163; 38.20% invalidation at 1.34893; 61.80% support at 1.27311,5,2022.10.04T06-53-23.pdf,win,1.36978,45.0,C:USDCAD,630.7,0.16,,,,,,,,,,,,,,,,,,
USD/CHF,1D,2022-10-04,buy,3,3,intermediate,impulse,,,,,,,,main,False,1.023,"Elliott Wave Count shows impulse pattern with wave (3) complete at June high, wave (4) correction completed, wave (5) in progress targeting higher levels",6,2022.10.04T06-53-23.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-10-03,sell,4,5,intermediate,impulse,,0.65732,,,,,,main,True,0.65732,"Wave 5 projection downward, invalidation level at 0.65732",1,2022.10.03T07-42-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-10-03,sell,4,5,intermediate,impulse,0.97,0.99442,0.98863,0.93,0.98863,0.99442,,main,True,0.97676,"Confirmation level to Sell, Ending Diagonal pattern, projected target wave (5) around 0.93000",2,2022.10.03T07-42-57.pdf,win,0.98863,9.0,C:EURUSD,244.2,0.76,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-10-03,sell,4,5,intermediate,impulse,1.12,1.12,,,,,,main,True,1.123,"Invalidation level at 1.12000, confirmation level to sell at 1.12000, projected target approximately 0.97800",3,2022.10.03T07-42-57.pdf,loss,1.12,2.0,C:GBPUSD,0.0,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-10-03,buy,iii,iv,intermediate,impulse,,1.34,1.36254,1.34975,1.36254,1.34975,,main,True,1.41,If you have long positions - hold them. If you do not have long positions - wait for a new opportunity,4,2022.10.03T07-42-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-10-03,buy,3,5,intermediate,impulse,1.02857,0.973,1.02857,0.94815,,0.94815,,main,True,1.0,"Elliott Wave Count with invalidation levels marked, impulse pattern in progress",5,2022.10.03T07-42-57.pdf,win,0.99761,45.0,C:USDCHF,555.7,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2022-10-03,buy,iv,v,intermediate,impulse,,,,,,,,main,False,145.5,"Wave (5) in progress, Elliott Wave count shows impulse pattern from wave (1) through (5)",6,2022.10.03T07-42-57.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-09-30,sell,a,b,intermediate,zigzag,0.64,0.66557,,,,,,main,True,0.64576,"Leading diagonal identified, wave (3) projected downward, confirmation level to sell at 0.64000",1,2022.09.30T07-36-31.pdf,loss,0.66557,9.0,C:AUDUSD,255.7,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-30,sell,4,5,intermediate,impulse,0.976,0.99441,0.98663,0.99441,0.98663,0.99441,,main,True,0.976,"Ending Diagonal pattern identified, confirmation level to sell marked, invalidation at 0.99441",2,2022.09.30T07-36-31.pdf,win,0.98663,2.0,C:EURUSD,184.1,0.58,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-30,sell,4,5,primary,impulse,1.08,1.12061,,,,,,main,True,1.12676,"Invalidation at 1.12061, Confirmation level to Sell at 1.08000",3,2022.09.30T07-36-31.pdf,loss,1.12061,3.0,C:GBPUSD,406.1,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-09-30,buy,iii,iv,intermediate,impulse,,1.3409,1.36149,1.41,1.27311,1.3489,,main,True,1.41,If you have long positions - hold them. If you do not have long positions - wait for a new opportunity,4,2022.09.30T07-36-31.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-09-30,buy,4,5,primary,impulse,0.98541,0.9695,,,,,,main,True,0.984,"Confirmation level to buy at 0.98541, leading diagonal pattern identified, wave (5) projected upward",5,2022.09.30T07-36-31.pdf,loss,0.9695,41.0,C:USDCHF,159.1,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-09-30,buy,C,5,intermediate,ABC correction,,,,,,,,main,True,139.5,ABC correction expected before continuation of rise. No safe sell setup identified yet.,6,2022.09.30T07-36-31.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-09-29,sell,3,,,leading diagonal,,0.65937,,,,,,main,False,0.66076,Market remained in downward channel. Continue to work in our direction.,1,2022.09.29T08-42-35.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-29,sell,5,,intermediate,ending diagonal,,0.97504,0.9908,0.97504,,,,main,False,0.947,"Short positions held, stop loss moved lower in case of reversal, invalidation levels marked at 0.99080 and 0.97504",2,2022.09.29T08-42-35.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-29,sell,c,y,intermediate,impulse,,1.13073,,,,,,main,False,1.012,"Invalidation level at 1.13073, wave 5 (c) in progress, downtrend continuation expected",3,2022.09.29T08-42-35.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-09-29,buy,iii,,,impulse,,1.3409,1.3615,1.34892,0.618,0.382,,main,False,1.41,If you have long positions - hold them. If you do not have long positions - wait for a new opportunity,4,2022.09.29T08-42-35.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,2H,2022-09-29,buy,4,5,intermediate,impulse,0.9695,0.955,,,,,,main,True,0.976,"Leading diagonal pattern, triangle formation in wave (4), invalidation levels marked at 0.96950 and 0.95500",5,2022.09.29T08-42-35.pdf,loss,0.955,43.0,C:USDCHF,145.0,,,,,,,,,,,,,,,,,,,
USD/JPY,4h,2022-09-29,sell,5,A,intermediate,impulse,,,,,,,,ABC correction,True,145.0,"ABC correction expected, then rise could continue. No safe sell setup yet, do not recommend trading against trend",6,2022.09.29T08-42-35.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-09-28,sell,2,3,intermediate,impulse,,0.6686,,0.625,,,,main,False,0.635,"Leading diagonal pattern identified, working in downtrend direction, patience and discipline required",1,2022.09.28T07-01-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-28,sell,4,5,intermediate,impulse,0.98744,0.99,0.975,0.93,,,,main,True,0.997,"Ending diagonal pattern, invalidation above 0.99000, target 0.93000",2,2022.09.28T07-01-59.pdf,loss,0.99,7.0,C:EURUSD,25.6,4.86,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-28,sell,3,5,intermediate,impulse,1.149,1.152,1.01,0.98,,,,main,False,1.14076,"Bearish scenario in progress, Elliott Wave Count with invalidation marked at 1.15200",3,2022.09.28T07-01-59.pdf,win,1.01,11.0,C:GBPUSD,30.0,46.33,,,,,,,,,,,,,,,,,,
USD/CAD,2D,2022-09-28,buy,2,3,intermediate,impulse,,,,,,,,main,True,1.389,Elliott Wave Count showing impulse pattern with (Y) wave projection upward from recent correction (2),4,2022.09.28T07-01-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,8H,2022-09-28,buy,4,5,intermediate,impulse,1.34823,1.3409,1.4,1.41,1.27311,1.34823,,main,True,1.36064,If long positions hold them. If no long positions wait for new opportunity. Triangle pattern near completion.,5,2022.09.28T07-01-59.pdf,loss,1.3409,39.0,C:USDCAD,73.3,7.06,,,,,,,,,,,,,,,,,,
USD/CHF,1D,2022-09-28,buy,3,3,primary,impulse,,,,,,,,main,False,1.025,"Elliott Wave Count showing completed waves (1)(3)(5) and secondary waves (2)(4), with wave 3 currently in progress moving upward",6,2022.09.28T07-01-59.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-09-27,sell,b,c,intermediate,zigzag,,,,,,,,main,True,0.655,"Downtrend continuation expected, Elliott Wave count shows corrective pattern Y in progress",1,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2022-09-27,sell,2,3,intermediate,impulse,,0.66963,,,,,,main,False,0.648,"Leading diagonal pattern, continuation downward expected, stop loss can be moved to minimize risks",2,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-27,sell,5,5,intermediate,impulse,,0.988,,,,,,main,False,0.965,"Ending Diagonal pattern identified, invalidation levels marked, move stop and guarantee profits",3,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-27,sell,5,,,impulse,,1.14,,,,,,bearish,False,1.01,"Bearish scenario in progress, invalidation level marked at 1.14000",4,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,2D,2022-09-27,buy,2,3,intermediate,impulse,,,,,,,,main,True,1.389,Elliott Wave Count shows impulse pattern with wave (Y) 3 projected upward from correction (X),5,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-09-27,buy,iii,,,impulse,,1.34,1.36064,1.34823,0.236,0.382,,main,False,1.409,Long positions should be held; Fibonacci retracements at 23.60%(1.36064) and 38.20%(1.34823); Invalidation at 1.34000,6,2022.09.27T09-09-02.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-09-26,sell,c,Y,intermediate,zigzag,,,,,,,,main,True,0.654,Multiple wave counts shown; primary trend established; current price near lower support levels,1,2022.09.26T06-28-21.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-09-26,sell,2,3,intermediate,impulse,0.69182,0.6656,,,,,,main,True,0.6656,Continue in direction with patience and discipline. Move stop to minimize risks.,2,2022.09.26T06-28-21.pdf,loss,0.6656,44.0,C:AUDUSD,262.2,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-26,sell,5,,intermediate,ending_diagonal,,0.98664,,,,,,main,False,0.974,"Ending diagonal completed, invalidation levels marked, stop moved to guarantee profits",3,2022.09.26T06-28-21.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-26,sell,3,c,intermediate,zigzag,1.1405,1.088,,,,,,main,False,1.134,Downtrend continuation toward wave c target around 1.00000,4,2022.09.26T06-28-21.pdf,loss,1.088,9.0,C:GBPUSD,525.0,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-09-26,buy,iii,,,impulse,1.342,1.325,,,1.27311,,,main,False,1.388,We move the stop and guarantee profits,5,2022.09.26T06-28-21.pdf,loss,1.325,44.0,C:USDCAD,170.0,,,,,,,,,,,,,,,,,,,
USD/CHF,1D,2022-09-26,buy,2,3,primary,impulse,,,,,,,,main,True,0.985,"Elliott Wave analysis showing completed wave (1)(5) and wave (3) setup, currently in correction phase 2, projected upward movement in wave 3",6,2022.09.26T06-28-21.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2022-09-23,sell,2,3,intermediate,impulse,0.69182,0.67048,,,,,,main,False,0.67048,Continuation downtrend. Working in direction with patience and discipline. Stop can be moved to minimize risks.,1,2022.09.23T08-36-06.pdf,pending,,45.0,C:AUDUSD,213.4,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2022-09-23,sell,4,5,intermediate,impulse,,1.01042,0.9988,,0.98644,,,main,True,0.988,"Ending diagonal pattern, invalidation levels marked, stop and profit guarantee strategy",2,2022.09.23T08-36-06.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2022-09-23,sell,4,5,intermediate,impulse,1.15,1.155,1.14,1.1,,,,main,True,1.145,"Invalidation levels marked, wave 5 targeting lower levels",3,2022.09.23T08-36-06.pdf,loss,1.155,33.0,C:GBPUSD,50.0,2.0,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2022-09-23,buy,iii,iii,,impulse,1.375,1.33438,,,,,,main,False,1.369,We move the stop and guarantee profits. Invalidation levels marked at 1.33438 and 1.32078,4,2022.09.23T08-36-06.pdf,pending,,45.0,C:USDCAD,406.2,,,,,,,,,,,,,,,,,,,
USD/CHF,4H,2022-09-23,buy,3,5,intermediate,impulse,0.9695,0.952,,,,,,main,True,1.015,"Leading diagonal pattern, wave (3) in progress, invalidation levels marked",5,2022.09.23T08-36-06.pdf,win,0.9976,45.0,C:USDCHF,175.0,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2022-09-23,buy,5,,primary,impulse,,,,,,,,main,False,145.5,"Elliott Wave 5 in progress, uptrend continuation from wave 4 completion around 128.000",6,2022.09.23T08-36-06.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2022-09-22,sell,(c),(d),intermediate,corrective,,,,,,,,main,True,0.6673,Complex corrective structure ABC with nested waves (a)(b)(c); downtrend continuation expected,1,2022.09.22T08-23-49.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
